1,61,60000,80000
2,62,30000,120000
3,63,50000,160000
4,65,40000,190000
5,64,50000,90000
6,66,30000,160000
7,111,0,70000
8,63,50000,180000
9,68,40000,160000
10,69,50000,60000
11,83,20000,120000
12,84,10000,60000
13,85,20000,100000
14,71,40000,120000
15,72,40000,130000
16,99,30000,40000
17,70,30000,100000
18,87,30000,40000
19,108,40000,100000
20,107,30000,110000
